Status,Family size,AMI,Gender,Monthly Rent,Back Rent Claimed,zip,0,1,,,,,,1
Tenant Application Received,4,30,Female,"$3,100.00 ","$37,200.00 ",90047,0,3100,,,,,,1
Tenant Application Received,1,30,Male,"$3,100.00 ","$34,100.00 ",91311,0,3100,,,,,,1
Tenant Application Received,1,50,Male,"$3,100.00 ","$34,100.00 ",91335,0,3100,,,,,,1
Tenant Application Received,2,50,Male,"$3,100.00 ","$31,000.00 ",90045,0,3100,,,,,,1
Tenant Application Received,1,30,Male,"$3,100.00 ","$31,000.00 ",90027,0,3100,,,,,,1
Tenant Application Received,3,30,Female,"$3,100.00 ","$31,000.00 ",91402,0,3100,,,,,,1
Tenant Application Received,1,30,Female,"$3,100.00 ","$30,300.00 ",90018,0,3100,,,,,,1
Tenant Application Received,4,30,Male,"$3,100.00 ","$28,100.00 ",90062,0,3100,,,,,,1
Tenant Application Received,5,30,Female,"$3,100.00 ","$27,997.20 ",90012,0,3100,,,,,,1
Tenant Application Received,1,30,Male,"$3,100.00 ","$27,900.00 ",90017,0,3100,,,,,,1
Tenant Pending Initial Submission of Documents,6,30,Male,"$3,100.00 ","$24,886.00 ",90003,0,3100,,,,,,1
Tenant Application Received,1,30,Female,"$3,100.00 ","$24,800.00 ",90028,0,3100,,,,,,1
Tenant Application Received,1,30,Female,"$3,100.00 ","$24,800.00 ",90015,0,3100,,,,,,1
Tenant Application Received,1,30,Male,"$3,100.00 ","$24,800.00 ",90061,0,3100,,,,,,1
Tenant Approved: Closed Landlord Paid,1,30,Female,"$3,100.00 ","$24,475.00 ",90028,0,3100,,,,,,1
Tenant Application Received,2,30,Male,"$3,100.00 ","$24,000.00 ",91411,0,3100,,,,,,1
Tenant Application Received,2,30,Female,"$3,100.00 ","$22,563.47 ",91324,0,3100,,,,,,1
Tenant Application Received,4,30,Female,"$3,100.00 ","$21,700.00 ",90003,0,3100,,,,,,1
Tenant Application Received,1,30,Female,"$3,100.00 ","$21,700.00 ",91306,0,3100,,,,,,1
Tenant Application Received,3,30,Male,"$3,100.00 ","$21,700.00 ",90047,0,3100,,,,,,1
Tenant Application Received,1,50,Female,"$3,100.00 ","$21,700.00 ",91042,0,3100,,,,,,1
Tenant Application Received,5,30,Female,"$3,100.00 ","$21,700.00 ",91602,0,3100,,,,,,1
Tenant Application Received,1,30,Male,"$3,100.00 ","$21,700.00 ",90062,0,3100,,,,,,1
Application on Hold,1,30,Male,"$3,100.00 ","$21,700.00 ",91335,0,3100,,,,,,1
Tenant Application Received,2,50,Female,"$3,100.00 ","$21,700.00 ",91405,0,3100,,,,,,1
Tenant Application Received,3,30,Male,"$3,100.00 ","$21,150.00 ",90019,0,3100,,,,,,1
Tenant Application Received,3,30,Male,"$3,100.00 ","$21,100.00 ",90044,0,3100,,,,,,1
Tenant Application Received,3,30,Female,"$3,100.00 ","$20,500.00 ",90043,0,3100,,,,,,1
Tenant Application Received,2,30,I prefer not to answer,"$3,100.00 ","$19,500.00 ",91605,0,3100,,,,,,1
Tenant Application Received,2,30,I prefer not to answer,"$3,100.00 ","$19,500.00 ",91504,0,3100,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Female,"$3,100.00 ","$19,410.65 ",90020,0,3100,,,,,,1
Closed Ineligible,1,30,Male,"$3,100.00 ","$19,050.50 ",90047,0,3100,,,,,,1
Application on Hold,3,30,Gender Non-Confirming,"$3,100.00 ","$18,699.00 ",90015,0,3100,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Male,"$3,100.00 ","$18,600.00 ",90062,0,3100,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$3,100.00 ","$18,600.00 ",90045,0,3100,,,,,,1
Manager Approval Required,1,30,Male,"$3,100.00 ","$18,600.00 ",91325,0,3100,,,,,,1
Tenant Pending Final Submission of Documents,4,30,Female,"$3,100.00 ","$18,600.00 ",91311,0,3100,,,,,,1
Tenant Pending Final Submission of Documents,8+,30,Female,"$3,100.00 ","$18,600.00 ",90002,0,3100,,,,,,1
Tenant Application Received,1,80,Male,"$3,100.00 ","$18,600.00 ",91306,0,3100,,,,,,1
Manager Approval Required,2,30,Female,"$3,100.00 ","$18,600.00 ",91405,0,3100,,,,,,1
Manager Approval Required,2,30,Male,"$3,100.00 ","$18,600.00 ",91411,0,3100,,,,,,1
Application on Hold,3,30,Male,"$3,100.00 ","$18,600.00 ",91042,0,3100,,,,,,1
Manager Approval Required,1,30,Female,"$3,100.00 ","$18,600.00 ",90066,0,3100,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,3,30,Female,"$3,100.00 ","$18,600.00 ",91040,0,3100,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$3,100.00 ","$18,600.00 ",91040,0,3100,,,,,,1
Tenant Eligibility Under Review,1,30,Female,"$3,100.00 ","$18,600.00 ",90047,0,3100,,,,,,1
Closed Ineligible,3,50,Female,"$3,100.00 ","$18,600.00 ",90044,0,3100,,,,,,1
Manager Approval Required,2,30,Male,"$3,100.00 ","$18,600.00 ",91605,0,3100,,,,,,1
Application on Hold,3,30,Female,"$3,100.00 ","$18,600.00 ",91345,0,3100,,,,,,1
Tenant Pending Final Submission of Documents,4,30,Male,"$3,100.00 ","$18,600.00 ",90062,0,3100,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Male,"$3,100.00 ","$18,600.00 ",91325,0,3100,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$3,100.00 ","$18,600.00 ",90002,0,3100,,,,,,1
Tenant Application Received,2,50,Female,"$3,100.00 ","$18,600.00 ",90043,0,3100,,,,,,1
Application on Hold,5,30,Male,"$3,100.00 ","$18,600.00 ",90732,0,3100,,,,,,1
Manager Approval Required,4,30,Male,"$3,100.00 ","$18,600.00 ",90019,0,3100,,,,,,1
Tenant Pending Final Submission of Documents,4,30,Male,"$3,100.00 ","$18,600.00 ",91303,0,3100,,,,,,1
Manager Approval Required,4,30,Male,"$3,100.00 ","$18,600.00 ",91307,0,3100,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$3,100.00 ","$18,570.00 ",90048,18570,3100,,,,,,1
Tenant Application Received,8+,30,Female,"$3,100.00 ","$17,559.00 ",91331,17559,3100,,,,,,1
Closed Ineligible,1,30,Female,"$3,100.00 ","$16,600.00 ",90745,16600,3100,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$3,100.00 ","$15,500.00 ",90062,15500,3100,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$3,100.00 ","$15,500.00 ",90019,15500,3100,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$3,100.00 ","$15,500.00 ",90744,15500,3100,,,,,,1
Tenant Pending Final Submission of Documents,5,30,Female,"$3,100.00 ","$15,500.00 ",90047,15500,3100,,,,,,1
Application on Hold,4,30,Male,"$3,100.00 ","$14,600.00 ",90045,14600,3100,,,,,,1
Closed Ineligible,7,30,Female,"$3,100.00 ","$14,400.00 ",93534,14400,3100,,,,,,1
Tenant Approved: Closed Landlord Paid,2,30,Female,"$3,100.00 ","$12,400.00 ",90210,12400,3100,,,,,,1
Tenant Approved: Landlord Pending Final Submission of Documents,4,30,Female,"$3,100.00 ","$12,400.00 ",90008,12400,3100,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$3,100.00 ","$12,400.00 ",90010,12400,3100,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$3,100.00 ","$12,400.00 ",91602,12400,3100,,,,,,1
Closed Ineligible,1,30,Male,"$3,100.00 ","$12,400.00 ",90013,12400,3100,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,2,30,Female,"$3,100.00 ","$9,300.00 ",91604,9300,3100,,,,,,1
Application on Hold,8+,30,Female,"$3,100.00 ","$9,300.00 ",90044,9300,3100,,,,,,1
Tenant Application Received,4,50,Male,"$3,100.00 ","$9,300.00 ",91401,9300,3100,,,,,,1
Closed Ineligible,1,50,Female,"$3,100.00 ","$8,500.00 ",90046,8500,3100,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,2,30,Male,"$3,100.00 ","$8,409.00 ",90014,8409,3100,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$3,100.00 ","$8,047.00 ",90003,8047,3100,,,,,,1
Tenant Pending Final Submission of Documents,5,30,Male,"$3,100.00 ","$7,174.72 ",91367,7174.72,3100,,,,,,1
Application on Hold,1,30,Female,"$3,100.00 ","$7,000.03 ",90010,7000.03,3100,,,,,,1
Application on Hold,2,30,Male,"$3,100.00 ","$7,000.00 ",90012,7000,3100,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,5,30,Female,"$3,100.00 ","$6,800.00 ",90019,6800,3100,,,,,,1
Closed Ineligible,1,80,Male,"$3,100.00 ","$6,400.00 ",90502,6400,3100,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,5,30,Female,"$3,100.00 ","$6,200.00 ",91405,6200,3100,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,5,30,Male,"$3,100.00 ","$6,200.00 ",90013,6200,3100,,,,,,1
Application on Hold,4,30,Male,"$3,100.00 ","$6,200.00 ",90036,6200,3100,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Male,"$3,100.00 ","$5,100.00 ",90291,5100,3100,,,,,,1
Application on Hold,3,30,Female,"$3,100.00 ","$5,000.00 ",90015,5000,3100,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Male,"$3,100.00 ","$3,500.00 ",90033,3500,3100,,,,,,1
Application on Hold,4,30,Female,"$3,100.00 ","$3,300.00 ",90043,3300,3100,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Male,"$3,100.00 ","$3,100.00 ",91403,3100,3100,,,,,,1
Closed Ineligible,4,30,Male,"$3,100.00 ","$3,100.00 ",91602,3100,3100,,,,,,1
Application on Hold,2,30,Female,"$3,100.00 ","$3,100.00 ",91406,3100,3100,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Male,"$3,100.00 ","$3,100.00 ",90045,3100,3100,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$3,100.00 ","$3,100.00 ",90033,3100,3100,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Male,"$3,100.00 ","$3,100.00 ",91344,3100,3100,,,,,,1
Application on Hold,2,30,Female,"$3,100.00 ","$3,100.00 ",90019,3100,3100,,,,,,1
Closed Ineligible,3, ,Male,"$3,100.00 ","$3,000.00 ",90015,3000,3100,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,2,30,Female,"$3,100.00 ","$1,871.30 ",90015,1871.3,3100,,,,,,1
Tenant Pending Final Submission of Documents,5,30,Male,"$3,100.00 ","$1,600.00 ",91335,1600,3100,,,,,,1
Application on Hold,2,30,Female,"$3,101.00 ","$13,841.80 ",90036,13841.8,3101,,,,,,1
Tenant Application Received,3,30,Female,"$3,104.44 ","$34,148.84 ",90035,0,3104.44,,,,,,1
Application on Hold,2,30,Female,"$3,105.00 ","$4,805.00 ",90036,4805,3105,,,,,,1
Tenant Application Received,3,30,Female,"$3,106.00 ","$22,155.50 ",91602,0,3106,,,,,,1
Closed Ineligible,2,30,Female,"$3,106.95 ","$18,156.35 ",90047,18156.35,3106.95,,,,,,1
Application on Hold,2,30,Female,"$3,110.00 ","$19,340.00 ",91405,0,3110,,,,,,1
Application on Hold,1,30,Male,"$3,110.00 ","$5,176.13 ",91604,5176.13,3110,,,,,,1
Application on Hold,5,30,Female,"$3,112.82 ","$14,432.18 ",90020,14432.18,3112.82,,,,,,1
Tenant Application Received,1,30,Female,"$3,113.44 ","$22,919.91 ",90025,0,3113.44,,,,,,1
Closed Ineligible,3,30,Female,"$3,113.72 ","$9,095.66 ",90034,9095.66,3113.72,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$3,113.84 ",$105.05 ,90038,105.05,3113.84,,,,,,1
Tenant Application Received,3,30,Female,"$3,115.00 ","$10,096.00 ",91411,10096,3115,,,,,,1
Tenant Application Received,1,30,Female,"$3,116.00 ","$10,721.83 ",90045,10721.83,3116,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,2,30,Female,"$3,119.00 ","$6,750.00 ",90012,6750,3119,,,,,,1
Tenant Pending Final Submission of Documents,8+,30,Female,"$3,120.00 ","$18,720.00 ",91304,0,3120,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Male,"$3,120.00 ","$13,000.00 ",90002,13000,3120,,,,,,1
Application on Hold,2,30,Male,"$3,120.00 ","$10,644.00 ",90010,10644,3120,,,,,,1
Tenant Approved: Pending Payment to the Landlord,3,30,Male,"$3,120.00 ","$6,824.00 ",91324,6824,3120,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,2,30,Female,"$3,122.83 ","$3,122.83 ",90068,3122.83,3122.83,,,,,,1
Tenant Application Received,3,30,Female,"$3,123.00 ","$22,496.77 ",90006,0,3123,,,,,,1
Application on Hold,1,30,Female,"$3,123.00 ","$6,246.00 ",91367,6246,3123,,,,,,1
Tenant Application Received,1,30,Male,"$3,124.00 ","$24,992.00 ",90045,0,3124,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$3,124.00 ","$3,280.87 ",90012,3280.87,3124,,,,,,1
Tenant Application Received,1,30,Female,"$3,125.00 ","$143,750.00 ",90014,0,3125,,,,,,1
Tenant Application Received,1,30,Female,"$3,125.00 ","$31,250.00 ",90019,0,3125,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$3,125.00 ","$18,750.00 ",90002,0,3125,,,,,,1
Application on Hold,4,30,Male,"$3,125.00 ","$18,750.00 ",91367,0,3125,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Male,"$3,125.00 ","$2,995.36 ",91367,2995.36,3125,,,,,,1
Application on Hold,4,30,Female,"$3,126.00 ","$10,333.38 ",91601,10333.38,3126,,,,,,1
Application on Hold,2,30,Female,"$3,126.00 ","$3,150.25 ",90077,3150.25,3126,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$3,128.00 ","$15,640.00 ",91423,15640,3128,,,,,,1
Application on Hold,1,30,Female,"$3,128.00 ","$11,056.00 ",90025,11056,3128,,,,,,1
Tenant Application Received,1,30,Male,"$3,130.00 ","$31,300.00 ",91040,0,3130,,,,,,1
Closed Ineligible,2,80,Male,"$3,130.00 ","$15,650.00 ",90008,15650,3130,,,,,,1
Tenant Application Received,4,30,Female,"$3,133.00 ","$40,729.00 ",90094,0,3133,,,,,,1
Tenant Application Received,1,30,Female,"$3,134.00 ","$56,273.00 ",90036,0,3134,,,,,,1
Tenant Application Received,2,30,Female,"$3,135.00 ","$27,112.00 ",90010,0,3135,,,,,,1
Application on Hold,2,30,Male,"$3,135.00 ","$3,135.00 ",90013,3135,3135,,,,,,1
Tenant Approved: Closed Landlord Paid,3,30,Female,"$3,135.65 ","$17,542.98 ",91316,17542.98,3135.65,,,,,,1
Tenant Application Received,1,30,Male,"$3,138.00 ","$32,909.62 ",91604,0,3138,,,,,,1
Tenant Application Received,2,30,Male,"$3,140.00 ","$50,534.51 ",91607,0,3140,,,,,,1
Closed Ineligible,3,30,Gender Non-Confirming,"$3,140.00 ","$31,400.00 ",90047,0,3140,,,,,,1
Closed Ineligible,1,80,Male,"$3,140.00 ","$26,482.00 ",90212,0,3140,,,,,,1
Tenant Pending Final Submission of Documents,5,30,Female,"$3,140.00 ","$18,840.00 ",91411,0,3140,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Male,"$3,140.00 ","$12,560.00 ",90003,12560,3140,,,,,,1
Tenant Application Received,3,30,Female,"$3,140.31 ","$43,103.99 ",91367,0,3140.31,,,,,,1
Tenant Application Received,1,30,Male,"$3,142.00 ","$24,004.93 ",90017,0,3142,,,,,,1
Tenant Approved: Pending Payment to the Landlord,3,30,Female,"$3,143.44 ","$3,143.44 ",90036,3143.44,3143.44,,,,,,1
Tenant Application Received,1,30,Female,"$3,144.00 ","$18,172.62 ",90014,18172.62,3144,,,,,,1
Tenant Application Received,2,30,Female,"$3,144.84 ","$41,770.45 ",90012,0,3144.84,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$3,145.00 ","$18,870.00 ",90028,0,3145,,,,,,1
Tenant Application Received,3,30,Male,"$3,147.53 ","$37,770.36 ",91367,0,3147.53,,,,,,1
Tenant Application Received,1,30,Male,"$3,150.00 ","$107,070.00 ",90023,0,3150,,,,,,1
Tenant Application Received,1,30,Male,"$3,150.00 ","$91,675.00 ",91326,0,3150,,,,,,1
Tenant Application Received,1,30,Male,"$3,150.00 ","$76,250.00 ",91352,0,3150,,,,,,1
Tenant Application Received,2,30,Female,"$3,150.00 ","$62,900.00 ",90047,0,3150,,,,,,1
Tenant Application Received,1,30,Female,"$3,150.00 ","$56,250.00 ",90025,0,3150,,,,,,1
Closed Ineligible,1,30,Male,"$3,150.00 ","$47,400.00 ",90044,0,3150,,,,,,1
Tenant Application Received,3,30,Female,"$3,150.00 ","$37,800.00 ",90065,0,3150,,,,,,1
Tenant Application Received,6,30,Male,"$3,150.00 ","$34,650.00 ",90027,0,3150,,,,,,1
Tenant Application Received,3,30,Female,"$3,150.00 ","$31,873.32 ",90010,0,3150,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$3,150.00 ","$31,500.00 ",90023,0,3150,,,,,,1
Tenant Application Received,1,30,Male,"$3,150.00 ","$31,500.00 ",90046,0,3150,,,,,,1
Tenant Application Received,1,30,Male,"$3,150.00 ","$30,420.00 ",90031,0,3150,,,,,,1
Tenant Application Received,2,30,Female,"$3,150.00 ","$30,144.12 ",90010,0,3150,,,,,,1
Tenant Application Received,1,30,Female,"$3,150.00 ","$30,050.00 ",90047,0,3150,,,,,,1
Tenant Application Received,3,50,Male,"$3,150.00 ","$29,200.50 ",91406,0,3150,,,,,,1
Tenant Application Received,1,30,Male,"$3,150.00 ","$28,350.00 ",90002,0,3150,,,,,,1
Closed Ineligible,1,30,Male,"$3,150.00 ","$25,200.00 ",91401,0,3150,,,,,,1
Tenant Application Received,1,80,Male,"$3,150.00 ","$25,200.00 ",,0,3150,,,,,,1
Application on Hold,1,30,Female,"$3,150.00 ","$25,200.00 ",90019,0,3150,,,,,,1
Tenant Application Received,1,30,Male,"$3,150.00 ","$23,720.00 ",90038,0,3150,,,,,,1
Tenant Application Received,1,30,Female,"$3,150.00 ","$22,050.00 ",90017,0,3150,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$3,150.00 ","$18,900.00 ",90011,0,3150,,,,,,1
Application on Hold,1,30,Female,"$3,150.00 ","$18,900.00 ",90008,0,3150,,,,,,1
Tenant Application Received,2,80,Male,"$3,150.00 ","$18,900.00 ",90049,0,3150,,,,,,1
Application on Hold,3,30,Male,"$3,150.00 ","$18,900.00 ",91352,0,3150,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$3,150.00 ","$18,900.00 ",90065,0,3150,,,,,,1
Manager Approval Required,2,30,Female,"$3,150.00 ","$18,900.00 ",91606,0,3150,,,,,,1
Tenant Application Received,1,80,Male,"$3,150.00 ","$18,900.00 ",91342,0,3150,,,,,,1
Tenant Application Received,1,80,Female,"$3,150.00 ","$18,900.00 ",90003,0,3150,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$3,150.00 ","$18,250.00 ",90003,18250,3150,,,,,,1
Application on Hold,2,30,Male,"$3,150.00 ","$17,100.00 ",90046,17100,3150,,,,,,1
Closed Ineligible,3,30,Male,"$3,150.00 ","$16,900.00 ",90025,16900,3150,,,,,,1
Tenant Approved: Closed Landlord Paid,2,30,Female,"$3,150.00 ","$11,700.00 ",91604,11700,3150,,,,,,1
Application on Hold,7,30,Female,"$3,150.00 ","$11,600.00 ",90044,11600,3150,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$3,150.00 ","$9,450.00 ",90014,9450,3150,,,,,,1
Application on Hold,6,30,Female,"$3,150.00 ","$8,725.00 ",90008,8725,3150,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,1,30,I prefer not to answer,"$3,150.00 ","$8,191.88 ",90028,8191.88,3150,,,,,,1
Application on Hold,2,80,Male,"$3,150.00 ","$6,864.00 ",91367,6864,3150,,,,,,1
Application on Hold,1,30,Female,"$3,150.00 ","$6,507.14 ",90036,6507.14,3150,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,2,30,Female,"$3,150.00 ","$6,450.00 ",91607,6450,3150,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$3,150.00 ","$6,300.00 ",91601,6300,3150,,,,,,1
Tenant Pending Final Submission of Documents,4,30,Male,"$3,150.00 ","$3,274.93 ",91423,3274.93,3150,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$3,150.00 ","$3,150.00 ",91367,3150,3150,,,,,,1
Tenant Application Received,8+,30,Female,"$3,150.29 ","$22,052.03 ",90011,0,3150.29,,,,,,1
Application on Hold,4,30,Male,"$3,151.00 ","$18,906.00 ",90059,0,3151,,,,,,1
Tenant Approved: Tenant & Landlord Under Review,1,30,Male,"$3,152.00 ","$6,767.00 ",90012,6767,3152,,,,,,1
Tenant Application Received,2,30,Male,"$3,153.03 ","$31,994.96 ",90028,0,3153.03,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,2,30,Female,"$3,155.00 ","$4,855.00 ",91324,4855,3155,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$3,156.00 ","$3,156.00 ",90036,3156,3156,,,,,,1
Tenant Application Received,6,30,Male,"$3,156.66 ","$75,759.84 ",91311,0,3156.66,,,,,,1
Tenant Application Received,2,30,Male,"$3,160.00 ","$28,800.00 ",91604-4464,0,3160,,,,,,1
Tenant Application Received,2,30,Female,"$3,160.00 ","$24,310.68 ",91367,0,3160,,,,,,1
Closed Ineligible,1,30,Female,"$3,160.00 ","$20,362.00 ",91103,0,3160,,,,,,1
Manager Approval Required,5,30,Male,"$3,160.00 ","$18,960.00 ",91367,0,3160,,,,,,1
Tenant Application Received,1,30,Female,"$3,163.00 ","$45,901.57 ",90017,0,3163,,,,,,1
Application on Hold,7,30,Female,"$3,164.00 ","$3,617.25 ",90026,3617.25,3164,,,,,,1
Tenant Application Received,1,30,Female,"$3,165.00 ","$10,691.00 ",91411,10691,3165,,,,,,1
Closed Ineligible,2,50,Female,"$3,166.00 ","$6,332.00 ",91505,6332,3166,,,,,,1
Tenant Application Received,1,30,Female,"$3,167.00 ","$32,673.00 ",91367,0,3167,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$3,168.00 ","$19,116.00 ",91601,0,3168,,,,,,1
Tenant Application Received,1,30,Male,"$3,168.52 ","$17,977.73 ",90046,17977.73,3168.52,,,,,,1
Tenant Application Received,4,30,Female,"$3,168.90 ","$42,779.70 ",90036,0,3168.9,,,,,,1
Application on Hold,1,30,Female,"$3,170.00 ","$19,020.00 ",90068,0,3170,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$3,170.00 ","$19,020.00 ",90068,0,3170,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$3,170.00 ","$19,020.00 ",90068,0,3170,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$3,170.00 ","$19,020.00 ",90069,0,3170,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$3,170.00 ","$19,020.00 ",90068,0,3170,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,3,30,Male,"$3,170.00 ","$16,800.00 ",91423,16800,3170,,,,,,1
Application on Hold,4,30,Male,"$3,170.00 ","$11,493.51 ",90036,11493.51,3170,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,4,30,Female,"$3,170.00 ","$2,377.00 ",90059,2377,3170,,,,,,1
Tenant Application Received,1,30,Female,"$3,172.00 ","$38,064.00 ",90025,0,3172,,,,,,1
Tenant Application Received,1,30,Male,"$3,175.00 ","$73,025.00 ",90028,0,3175,,,,,,1
Tenant Application Received,1,30,Female,"$3,175.00 ","$69,850.00 ",90015,0,3175,,,,,,1
Tenant Application Received,1,80,Female,"$3,175.00 ","$19,050.00 ",90005,0,3175,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,1,30,Female,"$3,175.00 ","$19,050.00 ",91324,0,3175,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$3,175.00 ","$12,700.00 ",90049,12700,3175,,,,,,1
Tenant Pending Final Submission of Documents,4,30,Female,"$3,175.00 ","$2,549.00 ",90044,2549,3175,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$3,175.65 ","$19,053.90 ",91423,0,3175.65,,,,,,1
Tenant Application Received,1,30,Female,"$3,177.40 ","$63,548.00 ",90049,0,3177.4,,,,,,1
Tenant Application Received,2,30,Male,"$3,179.00 ","$41,327.00 ",90012,0,3179,,,,,,1
Tenant Application Received,1,30,Female,"$3,179.00 ","$30,334.38 ",90045,0,3179,,,,,,1
Tenant Application Received,5,30,Female,"$3,180.00 ","$28,620.00 ",90044,0,3180,,,,,,1
Closed Ineligible,5,30,Female,"$3,180.00 ","$22,269.00 ",91387,0,3180,,,,,,1
Application on Hold,1,30,Male,"$3,180.00 ","$19,080.00 ",90077,0,3180,,,,,,1
Tenant Application Received,1,80,Male,"$3,180.00 ","$19,080.00 ",90003,0,3180,,,,,,1
Manager Approval Required,5,30,Male,"$3,180.00 ","$19,080.00 ",91331,0,3180,,,,,,1
Tenant Application Received,2,30,Male,"$3,180.00 ","$7,595.03 ",90036,7595.03,3180,,,,,,1
Tenant Application Received,2,50,Female,"$3,184.00 ","$11,771.00 ",90038,11771,3184,,,,,,1
Tenant Application Received,2,30,Female,"$3,185.00 ","$104,513.00 ",91311,0,3185,,,,,,1
Tenant Application Received,2,30,Male,"$3,186.00 ","$27,687.00 ",91601,0,3186,,,,,,1
Tenant Pending Final Submission of Documents,4,30,Male,"$3,186.00 ","$5,081.68 ",90012,5081.68,3186,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,2,30,Female,"$3,188.00 ","$6,376.00 ",90015,6376,3188,,,,,,1
Manager Approval Required,5,30,Male,"$3,190.00 ","$19,140.00 ",91304,0,3190,,,,,,1
Manager Approval Required,5,30,Male,"$3,190.00 ","$19,140.00 ",90710,0,3190,,,,,,1
Closed Ineligible,6,80,Female,"$3,190.00 ","$12,760.00 ",91381,12760,3190,,,,,,1
Application on Hold,1,30,Female,"$3,190.00 ","$9,750.00 ",91367,9750,3190,,,,,,1
Application on Hold,2,30,Male,"$3,190.00 ","$9,570.00 ",91364,9570,3190,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Male,"$3,190.00 ","$9,570.00 ",90013,9570,3190,,,,,,1
Tenant Application Received,1,50,Female,"$3,190.00 ","$9,570.00 ",91367,9570,3190,,,,,,1
Closed Ineligible,1,30,Female,"$3,193.00 ","$8,800.00 ",90041,8800,3193,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,1,30,Male,"$3,194.00 ","$3,286.00 ",90005,3286,3194,,,,,,1
Tenant Application Received,1,30,Female,"$3,195.00 ","$45,985.00 ",90025,0,3195,,,,,,1
Tenant Application Received,2,30,Female,"$3,195.00 ","$38,350.83 ",91367,0,3195,,,,,,1
Tenant Application Received,1,30,Male,"$3,195.00 ","$22,365.00 ",90044,0,3195,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$3,195.00 ","$18,325.00 ",90044,18325,3195,,,,,,1
Tenant Application Received,2,30,Female,"$3,195.00 ","$16,578.00 ",90038,16578,3195,,,,,,1
Manager Approval Required,4,30,Male,"$3,195.00 ","$15,975.00 ",91042,15975,3195,,,,,,1
Tenant Approved: Closed Landlord Paid,3,30,Female,"$3,195.00 ","$12,780.00 ",91607,12780,3195,,,,,,1
