Status,Family size,AMI,Race,Gender,Monthly Rent,Back Rent Claimed,zip,Council District
Tenant Application Received,1,30,White,Female,3200,64800,91352,6
Tenant Application Received,1,30,Asian,I prefer not to answer,1968.71,13022.22,90049,11
Tenant Pending Final Submission of Documents,4,30,Hispanic,Female,1141,2764,90061,8
Tenant Pending Final Submission of Documents,1,30,Other,Female,1652,1652,90044,8
Tenant Approved: Landlord Eligibility Under Review,2,30,Hispanic,Female,2300,11950,90041,14
Tenant Approved: Landlord Eligibility Under Review,1,30,Hispanic,Male,1298,2596,90065,13
Tenant Pending Final Submission of Documents,2,30,Hispanic,Male,4600,32200,91406,6
Closed Ineligible,2,50,Black,Female,1998,10113,90044,8
Tenant Pending Final Submission of Documents,1,30,Black,Male,2500,15000,90044,8
Tenant Application Received,1,30,Black,Male,2000,19200,90016,10
Tenant Approved: Landlord Eligibility Under Review,1,30,Other,Female,2122,13956,90036,5
Tenant Eligibility Under Review,1,30,Hispanic,Male,3630,18150,90048,5
Tenant Application Received,1,30,Hispanic,Male,1850,36255,91364,3
Closed Ineligible,4,30,Asian,Female,3800,137400,90006,10
Tenant Application Received,5,30,White,Male,2000,36000,90027,4
Tenant Application Received,1,30,Other,I prefer not to answer,1350,25659,90047,8
Tenant Application Received,2,30,Other,Male,1500,16500,90047,8
Tenant Approved: Landlord Eligibility Under Review,6,50,Other,Female,1652,1704,90037,9
Tenant Application Received,4,30,Asian,Female,3350,55600,91607,2
Closed Ineligible,, ,Other,,0,0,,
Tenant Application Received,1,30,White,Female,4650,69750,90049,11
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,White,Female,2375,4225,90036-2222,5
Tenant Pending Final Submission of Documents,4,30,Other,Female,3525,11775,91343,12
Tenant Pending Final Submission of Documents,1,30,Hispanic,Female,1700,5100,90025,11
Tenant Pending Final Submission of Documents,3,30,Other,Male,1276,1396,90026,13
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Hispanic,Female,3030.22,9000,90024,5
Tenant Application Received,4,30,Other,Male,2985,35820,90034,5
Tenant Application Received,1,50,White,Male,2164,22722,90066,11
Tenant Approved: Landlord Eligibility Under Review,1,30,Other,Male,1532.93,8382.92,90005,5
Tenant Pending Final Submission of Documents,3,30,Other,Female,1652,9931.25,90003,9
Tenant Pending Final Submission of Documents,1,30,White,Male,1200,7200,90029,13
Tenant Application Received,1,30,Other,Female,1800,41200,91606,2
Tenant Application Received,1,30,White,Male,1750,32850,90065,1
Tenant Pending Final Submission of Documents,1,30,Other,Male,5200,26500,90027,4
Tenant Pending Final Submission of Documents,1,50,Other,Male,1313,3139,90744,15
Closed Ineligible,, ,Other,,0,0,,
Closed Ineligible,, ,Other,,0,0,,
Tenant Application Received,4,30,Hispanic,Female,2400,20100,91331,7
Tenant Approved: Landlord Eligibility Under Review,1,30,Hispanic,Female,1800,12600,90032,14
Tenant Application Received,1,30,Other,Male,1158,13421.7,90744,15
Tenant Approved: Landlord Eligibility Under Review,3,30,Black,Female,1799,5397,90044,15
Tenant Application Received,4,30,Black,Female,1489,16073.8,90017,1
Application on Hold,1,30,Hispanic,Male,4500,40500,91304,12
Tenant Application Received,3,30,Black,Female,2900,17805,90059,15
Tenant Pending Final Submission of Documents,7,30,Hispanic,Female,2400,2404.02,90042,14
Tenant Application Received,2,30,Black,Male,2328.68,25615.48,90045,11
Tenant Approved: Closed Landlord Paid,4,30,Hispanic,Female,2354,6500,90061,8
Tenant Approved: Landlord Eligibility Under Review,3,30,Other,Female,800,7200,91605,2
Tenant Approved: Tenant & Landlord Under Review,3,30,Hispanic,Female,1055,5265,90031,1
Tenant Application Received,1,30,Other,Female,1571,18852,90025,11
Tenant Application Received,5,30,Other,Male,2750,44000,91405,6
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,2500,20000,90004,13
Tenant Pending Final Submission of Documents,1,30,Black,Female,3375,19250,90037,9
Tenant Pending Final Submission of Documents,1,50,Other,Male,1225,2865,90744,15
Application on Hold,1,30,Other,Female,1366,25000,90019,10
Tenant Application Received,1,30,Black,Female,2250,27000,90066,11
Tenant Approved: Landlord Eligibility Under Review,4,30,Hispanic,Female,2613,10505,90003,9
Tenant Application Received,1,30,Black,Male,700,10450,90019,10
Tenant Application Received,2,30,Hispanic,Female,2650,87450,90002,15
Tenant Approved: Landlord Eligibility Under Review,1,30,Black,Female,1295,7770,90011,9
Tenant Pending Initial Submission of Documents,1,30,Other,Female,1875,12483.78,90028,13
Application on Hold,5,30,Asian,Female,3000,18000,90732,15
Tenant Approved: Pending Payment to the Landlord,2,30,Asian,Female,1300,7800,90004,10
Tenant Approved: Landlord Eligibility Under Review,1,30,Black,Male,2893.53,26042.17,90038,13
Tenant Application Received,2,30,White,Male,7700,127221,90046,4
Tenant Pending Final Submission of Documents,1,30,Hispanic,Female,900,3600,90032,14
Tenant Application Received,1,30,Black,Female,1500,33000,90044,8
Tenant Approved: Landlord Eligibility Under Review,1,30,White,Female,1516.61,14285.83,90019,10
Tenant Pending Final Submission of Documents,3,30,Other,Female,1652,6608,90044,8
Tenant Approved: Landlord Pending Final Submission of Documents,1,30,Black,Female,1825,12775,90008,8
Application on Hold,2,30,White,Female,4800,28800,91403,4
Tenant Approved: Pending Payment to the Landlord,4,30,Black,Female,3500,7992,90044,8
Tenant Application Received,1,30,White,Male,1692.87,5564.44,90292,11
Tenant Approved: Closed Landlord Paid,4,30,Hispanic,Male,1775.61,5526.83,90066,11
Application on Hold,1,30,Black,Female,1900,11400,90062,8
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Other,Female,850,850,90007,8
Tenant Application Received,6,30,White,Male,5000,75000,91401-1516,2
Tenant Application Received,1,50,Other,Female,1350,5151.84,90744,15
Tenant Pending Final Submission of Documents,1,30,Black,Male,1850,3810,90057,1
Tenant Approved: Landlord Eligibility Under Review,4,30,Hispanic,Female,1550,12000,90731,15
Closed Ineligible,5,30,Hispanic,Female,1400,6900,90063, 
Tenant Application Received,2,30,Other,Male,940,10920,90005,10
Closed Ineligible,, ,Other,,0,0,,
Tenant Application Received,5,30,Hispanic,Female,1550,26350,91606,2
Application on Hold,4,30,Black,Male,3100,14600,90045,11
Tenant Eligibility Under Review,2,30,Hispanic,Female,1200,4800,91406,6
Tenant Pending Final Submission of Documents,1,30,Hispanic,Male,2950,15800,90064,5
Tenant Approved: Landlord Eligibility Under Review,1,30,Black,Female,1150,8100,90018,10
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,2025,8100,90032,14
Tenant Application Received,3,30,White,Female,4000,46200,91344,12
Tenant Pending Final Submission of Documents,2,30,Hispanic,Male,1500,4500,90033,14
Tenant Approved: Landlord Eligibility Under Review,2,30,Black,Female,1360,2766,90043,8
Tenant Pending Final Submission of Documents,3,30,Other,Female,2000,20000,91335,4
Tenant Application Received,1,30,Other,Male,1850,72600,91405,2
Tenant Application Received,1,80,White,Male,2450,14700,90065,1
Manager Approval Required,1,30,Other,Male,1225,5644.52,90744,15
Tenant Eligibility Under Review,1,30,Hispanic,Female,4000,32000,91606,2
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,1800,12600,90002,15
Tenant Approved: Landlord Eligibility Under Review,1,30,Black,Female,1400,8400,90044,8
Tenant Application Received,5,50,Other,Female,1455,14612.55,90003,9
Tenant Application Received,2,30,Other,Male,2200,33000,90035,5
Tenant Application Received,3,30,Hispanic,Female,1054,12168,90037,9
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,871,1742,90006,10
Tenant Pending Initial Submission of Documents,1,30,Other,Male,1247,3313,90744,15
Tenant Pending Final Submission of Documents,2,30,Hispanic,Male,2500,25000,91304,12
Closed Ineligible,3,30,Black,Female,4500,8009.82,90019,10
Tenant Eligibility Under Review,1,30,Hispanic,Female,2700,21600,90744,15
Tenant Pending Initial Submission of Documents,1,30,Black,Female,1750,12250,90016,10
Tenant Approved: Pending Payment to the Landlord,4,30,Black,Male,2490,14940,91367,3
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Black,Female,2300,7147.76,90033,14
Tenant Approved: Pending Payment to the Landlord,1,30,White,Male,1467.61,1655.88,90019,10
Tenant Approved: Landlord Final Notification to Respond,1,30,Other,Female,1089,1710.79,90032,14
Application on Hold,4,30,White,Female,3500,28000,91401,2
Tenant Application Received,2,30,Black,Male,1800,25200,90002,15
Tenant Eligibility Under Review,1,30,Black,Male,1800,10000,90062,8
Tenant Pending Final Submission of Documents,4,30,Hispanic,Female,1205,5615,90038-2638,13
Tenant Pending Final Submission of Documents,2,30,Asian,Male,1500,9000,90019,10
Tenant Approved: Landlord Eligibility Under Review,2,30,Black,Male,1800,12600,90026,13
Tenant Pending Final Submission of Documents,2,30,Black,Female,1500,9000,90011,9
Tenant Application Received,3,50,Black,Male,3200,9400,90008,10
Tenant Application Received,2,50,Black,Female,1700,25500,90019,10
Tenant Pending Initial Submission of Documents,1,30,Other,Male,900,9000,91406,6
Tenant Pending Final Submission of Documents,3,30,Hispanic,Male,950,6650,90004,13
Tenant Eligibility Under Review,4,30,Black,Male,2800,20400,90061,8
Tenant Approved: Landlord Eligibility Under Review,2,30,Asian,Male,1073,1073,90005,10
Tenant Application Received,2,30,Black,Female,3000,51000,90018,10
Tenant Application Received,2,30,Other,Male,1355.92,16271.04,90034,10
Tenant Application Received,1,30,Other,Male,2200,37400,90002,8
Tenant Approved: Landlord Eligibility Under Review,1,30,Other,Male,2687,18809,90048,5
Tenant Application Received,3,30,Black,Female,1100,13200,90002,15
Tenant Pending Initial Submission of Documents,1,30,White,Male,1565,10955,90063,14
Tenant Pending Final Submission of Documents,5,30,White,Male,4150,8549,91307,12
Tenant Pending Final Submission of Documents,2,30,Hispanic,Male,1650,1550,90042,14
Tenant Application Received,1,30,Other,Female,4750,104500,90046,5
Closed Ineligible,4,30,Black,Female,1950,11700,90044, 
Tenant Pending Final Submission of Documents,6,30,Hispanic,Female,1400,4100,90065,1
Tenant Application Received,1,30,White,Male,3600,46800,91304,3
Tenant Application Received,1,30,Other,Female,1450,16925,90065,1
Manager Approval Required,1,30,Other,Male,1583,4749,90017,1
Tenant Application Received,5,30,White,Male,3500,31817.2,91316,4
Tenant Application Received,1,30,Hispanic,Female,2000,16000,91403,4
Application on Hold,5,30,Black,Male,3395,6790,90026,13
Tenant Approved: Landlord Eligibility Under Review,1,30,Other,Female,1201,10809,90004,10
Tenant Application Received,3,30,Other,Female,4500,83500,91311,12
Tenant Pending Initial Submission of Documents,2,30,Other,Female,1040,7160,90031,14
Tenant Pending Final Submission of Documents,2,30,Asian,Male,2956,974,90034,5
Tenant Application Received,5,30,Hispanic,Female,2395,33782.76,90018,10
Tenant Application Received,1,30,Other,Female,800,12050,90042,1
Tenant Pending Initial Submission of Documents,2,30,Black,Female,3400,34000,90062,8
Tenant Pending Initial Submission of Documents,3,30,Hispanic,Female,1950,15600,90042,1
Tenant Approved: Pending Payment to the Landlord,5,30,Hispanic,Female,1590,3180,90037,9
Tenant Approved: Landlord Eligibility Under Review,2,30,Other,I don't know,2400,12000,90019,10
Tenant Pending Initial Submission of Documents,4,30,Hispanic,Female,1595,15950,90732,15
Tenant Pending Initial Submission of Documents,2,30,Black,Female,3000,24000,90019,10
Tenant Approved: Landlord Eligibility Under Review,1,30,Hispanic,Female,1650,3500,91606,2
Application on Hold,1,30,White,Female,2400,14400,91405,2
Tenant Approved: Tenant & Landlord Under Review,3,30,Hispanic,Female,1290,3870,91335,3
Tenant Pending Initial Submission of Documents,4,30,Hispanic,Female,2654,18433,90042,1
Tenant Application Received,3,30,Hispanic,Female,1440,44680,90033,14
Tenant Approved: Landlord Eligibility Under Review,2,30,Other,Female,2250,12500,90065,1
Closed Ineligible,1,30,Black,Male,2150,12900,90003,9
Application on Hold,4,30,Hispanic,Female,1470,19110,90026,1
Tenant Application Received,3,30,Hispanic,Male,1779,23729,91303,3
Tenant Pending Final Submission of Documents,2,30,White,Female,1995,4482.83,91401,2
Tenant Pending Initial Submission of Documents,3,30,White,Female,1000,5295,91331,7
Tenant Pending Final Submission of Documents,1,50,Other,Female,2125,2125,90031,1
Tenant Application Received,3,30,White,Female,4300,52700,91344,12
Tenant Approved: Closed Landlord Paid,1,30,Hispanic,Female,650,3400,91601,2
Application on Hold,2,30,Other,Female,2259.6,20000.7,90064,5
Tenant Approved: Landlord Eligibility Under Review,1,30,Hispanic,Male,1900,13300,91335,4
Tenant Pending Initial Submission of Documents,5,30,Other,Female,900,7200,91303,3
Closed Ineligible,2, ,Hispanic,Trans Female,1647.83,16479.86,90019,10
Tenant Approved: Landlord Eligibility Under Review,1,30,White,Male,3500,21000,90003,9
Tenant Approved: Closed Landlord Paid,5,30,Black,Male,1322,4957.5,90035,5
Tenant Eligibility Under Review,2,30,Hispanic,Male,1000,7000,90032,14
Application on Hold,1,30,Black,Female,4600,27600,90056,11
Closed Ineligible,3,30,Black,Female,1307,6535,90044,8
Tenant Application Received,3,30,Hispanic,Female,2850,75050,91605,2
Tenant Pending Initial Submission of Documents,2,30,Black,Male,1600,16000,90044,8
Manager Approval Required,6,30,Other,Female,1489,1489,90044,15
Tenant Application Received,3,30,Hispanic,Male,1500,24000,90061,8
Closed Ineligible,1,30,White,Male,1850,9250,90033,14
Tenant Pending Final Submission of Documents,1,30,Black,Male,1007,30014,90011,9
Closed Ineligible,1,30,Black,Female,1720,10320,91311, 
Tenant Approved: Landlord Eligibility Under Review,2,30,Hispanic,Female,1644,10912,90032,14
Application on Hold,2,30,Other,Female,3350,20100,90061,8
Tenant Application Received,2,30,White,,2100,67120,91326,12
Application on Hold,2,30,Hispanic,Male,975,6825,90015,14
Manager Approval Required,5,30,Other,Female,1455,2910,90026,1
Tenant Eligibility Under Review,2,30,Hispanic,Male,1300,13000,90038,13
Application on Hold,4,30,Other,Male,1998,3996,91401,2
Tenant Approved: Landlord Eligibility Under Review,1,30,Black,Male,1133,6798,90019,10
Application on Hold,1,30,Other,Male,1520.27,7601.35,90048,5
Tenant Application Received,3,30,White,Female,2450,46550,91364,3
Tenant Approved: Landlord Pending Final Submission of Documents,2,30,Black,Male,1650,9900,90008,8
Tenant Application Received,1,30,Other,Male,1725,18200,91401,2
Tenant Pending Initial Submission of Documents,2,30,Hispanic,Female,2000,14000,90032,14
Application on Hold,1,30,Black,Male,1700,10200,90047,8
Tenant Application Received,1,30,Other,Female,1654,18194,90027,4
Tenant Pending Final Submission of Documents,1,30,Black,Male,1765,5295,90047,8
Tenant Approved: Landlord Eligibility Under Review,1,30,White,Male,3600,32400,90710,15
Tenant Eligibility Under Review,3,30,White,Female,2100,16800,91042,7
Tenant Application Received,2,30,Hispanic,Male,1950,23936,90048,5
Tenant Eligibility Under Review,1,30,Hispanic,Male,2900,23200,90003,9
Tenant Application Received,1,30,Hispanic,Female,605,8310,90032,14
Closed Ineligible,, ,Other,,0,0,,
Tenant Application Received,5,30,Hispanic,Female,1365,20475,90037,9
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Black,Male,925,2775,90008,8
Tenant Approved: Landlord Eligibility Under Review,1,30,Black,Male,800,6050,90037,9
Tenant Approved: Closed Landlord Paid,2,30,Other,Female,2255.61,9436.06,90035,10
Tenant Approved: Landlord Eligibility Under Review,2,30,Hispanic,Female,1404.44,1404.44,90032,14
Tenant Approved: Closed Landlord Paid,1,30,Black,Male,885,3500,90019,10
Application on Hold,2,30,Black,Male,1875,6560.76,90008,10
Application on Hold,1,30,Other,Male,1700,3400,90037,9
Tenant Pending Initial Submission of Documents,1,30,Hispanic,Female,3800,38000,91601,2
Tenant Approved: Landlord Eligibility Under Review,1,30,White,Male,1990.44,13406.74,90038,13
Application on Hold,6,30,Hispanic,Female,1092,6552,90037,9
Tenant Approved: Landlord Eligibility Under Review,4,30,Hispanic,Male,935,5245,90032,14
Tenant Pending Final Submission of Documents,5,30,Other,Female,1455,5820,90003,9
Manager Approval Required,1,30,Black,Male,800,4800,90003,8
Tenant Application Received,4,30,White,Male,1647.8,24875,90035,5
Tenant Pending Final Submission of Documents,3,30,Asian,Male,1172,7032,90005,10
Tenant Application Received,2,80,White,Male,2150,12900,90020,10
Tenant Pending Final Submission of Documents,1,30,White,Female,1220.15,5937.06,91423,4
Tenant Application Received,4,30,Hispanic,Female,2600,32000,90002,15
Tenant Eligibility Under Review,1,30,Other,Male,2450,14700,90038,13
Closed Ineligible,2,30,White,Male,4500,45000,90043, 
Tenant Approved: Landlord Pending Final Submission of Documents,1,30,Hispanic,Male,1650,9900,90034,5
Tenant Approved: Tenant & Landlord Under Review,1,30,Black,Male,900,4500,91344,12
Tenant Application Received,1,50,Hispanic,Male,1533.88,19940.44,90018,10
Tenant Pending Final Submission of Documents,4,30,Black,Female,1460,7980,90016,10
Tenant Pending Initial Submission of Documents,2,30,Black,Female,1606,11860,90008,10
Application on Hold,2,30,White,Male,1950,11700,90077,5
Application on Hold,1,30,Black,Male,3300,19800,91605,2
Tenant Approved: Landlord Eligibility Under Review,1,30,Other,Female,3750,15250,90094,11
Tenant Application Received,1,30,Other,Female,3000,45000,90035,5
Tenant Pending Final Submission of Documents,1,30,Black,Male,3000,6000,90066,11
Tenant Approved: Landlord Pending Final Submission of Documents,4,30,Hispanic,Female,1600,9600,90037,9
Tenant Approved: Closed Landlord Paid,1,30,Black,Male,1776.99,2187.69,90016,10
Closed Ineligible,1,30,White,Male,4600,27600,91334, 
Tenant Pending Final Submission of Documents,1,50,Other,Female,1375,5535,90744,15
Manager Approval Required,8+,30,Other,Female,1652,9912,90044,8
Tenant Application Received,1,30,Other,Female,1848,22176,91423,4
Closed Ineligible,2,30,Asian,Female,3600,56800,90006,10
Tenant Application Received,2,30,Black,Male,3900,117000,91331,7
Tenant Application Received,1,30,Black,Male,900,11300,91406,6
Tenant Approved: Landlord Pending Final Submission of Documents,3,30,Other,Male,1700,10200,91306,3
Application on Hold,3,30,Black,Female,1479.24,1935.23,90731,15
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,1501.61,4854,90019,10
Application on Hold,1,30,Black,Male,2850,15400,90037,9
Tenant Application Received,5,30,White,Female,1785,21340,90032,14
Tenant Approved: Closed Landlord Paid,1,30,Other,Female,1323,2646,90004,10
Tenant Pending Final Submission of Documents,2,30,Other,Male,4300,25800,91411,6
Tenant Approved: Landlord Eligibility Under Review,2,30,Asian,Male,2000,18000,90019,10
Application on Hold,1,30,Black,Female,1650,9750,91601,2
Tenant Eligibility Under Review,1,30,Black,Female,1700,8500,90019,10
Tenant Approved: Closed Landlord Paid,3,30,Hispanic,Female,2105.44,2105.44,90006,1
Tenant Application Received,6,30,Hispanic,Female,2400,6900,90031,1
Tenant Application Received,3,30,White,Female,3500,36600,91345,7
Tenant Application Received,1,30,White,Female,2000,22000,90291,11
Tenant Eligibility Under Review,4,50,Other,Female,1455,5820,90003,9
Application on Hold,5,30,Hispanic,Female,2105,2105,90042,1
Tenant Pending Final Submission of Documents,3,30,Other,Female,2121,7992,90044,8
Tenant Pending Initial Submission of Documents,6,30,Hispanic,Male,3100,24886,90003,9
Tenant Application Received,4,30,Black,Female,1480,17760,90037,9
Tenant Pending Final Submission of Documents,3,30,Black,Female,3400,21420,90044,8
Tenant Pending Initial Submission of Documents,1,30,Hispanic,Female,1925,3922,90042,14
Tenant Application Received,1,30,Black,Female,1700,30600,90007,1
Tenant Application Received,6,30,Other,Female,881,8415.28,90003,9
Tenant Pending Initial Submission of Documents,1,30,White,Female,2095,18855,90029,13
Tenant Application Received,2,30,White,Female,1554.44,18600,91601,2
Tenant Application Received,2,30,Hispanic,Female,2625,42000,91364,3
Tenant Application Received,2,30,Black,Female,1280,21760,90032,14
Tenant Application Received,4,30,White,Male,6950,180700,90024,5
Tenant Application Received,2,30,Black,Female,6000,78000,91606,2
Tenant Pending Final Submission of Documents,3,30,White,Female,3500,21000,91344,12
Application on Hold,1,30,Black,Male,2495,14970,91606,2
Tenant Approved: Closed Landlord Paid,2,30,White,Male,1280,6400,90064,11
Tenant Pending Final Submission of Documents,1,30,Black,Female,1920,8596,90018,10
Tenant Eligibility Under Review,4,30,Hispanic,Female,1622,10328,91601,2
Application on Hold,5,30,White,Male,4850,29100,91606,2
Closed Ineligible,1,30,White,Female,2000,22600,90046, 
Tenant Application Received,4,30,White,Male,3500,38500,91352,2
Tenant Approved: Pending Payment to the Landlord,6,30,Asian,Male,1500,4000,91406,6
Tenant Pending Final Submission of Documents,1,30,White,Male,1995,5485,90731,15
Application on Hold,1,30,Other,Female,1950,1250,90744,15
Tenant Pending Final Submission of Documents,1,30,Other,Male,1725,8193.75,90046,13
Tenant Application Received,4,30,Black,Male,4300,38200,90025,11
Tenant Approved: Closed Landlord Paid,2,30,Black,Male,1900,9500,91605,2
Tenant Pending Final Submission of Documents,2,30,White,Female,3500,24500,91335,3
Tenant Approved: Landlord Pending Final Submission of Documents,5,30,White,Male,1334,2782.96,91401,2
Tenant Application Received,2,30,White,Male,1400,25200,91401-1118,2
Manager Approval Required,7,30,Other,Female,2566,2566,90057,1
Tenant Pending Final Submission of Documents,1,30,Black,Female,1325,7950,91606,2
Application on Hold,1,30,White,Male,3100,21700,91335,3
Tenant Approved: Landlord Eligibility Under Review,3,30,Black,Male,3600,18000,90061,15
Tenant Approved: Pending Payment to the Landlord,2,30,Asian,Female,1800,5400,90020,13
Application on Hold,1,30,Other,Female,1158,5568.11,90744,15
Tenant Application Received,1,30,Hispanic,Female,989.56,12864.28,90057,13
Tenant Approved: Closed Landlord Paid,2,30,Black,Female,1210.33,6051.65,90038,13
Tenant Application Received,4,30,Black,Female,1311,27531,90044,8
Closed Ineligible,1,50,Hispanic,Female,1500,6000,90247, 
Tenant Application Received,1,30,Other,Female,1700,20400,90047,8
Tenant Approved: Tenant & Landlord Under Review,1,30,Hispanic,Female,700,3283,90018,8
Tenant Pending Final Submission of Documents,6,30,Other,Female,1652,3304,90044,8
Tenant Pending Final Submission of Documents,2,30,Other,Male,3200,19200,91040,7
Tenant Pending Final Submission of Documents,2,30,White,Female,1580,9480,90019,10
Tenant Pending Final Submission of Documents,5,30,Black,Gender Non-Confirming,1750,10000,90005,1
Tenant Application Received,4,30,White,Female,2745,34035,90291,11
Tenant Application Received,1,30,Black,Female,1170,22230,90008,8
Application on Hold,1,30,Black,Male,1950,15600,90047,8
Tenant Application Received,3,30,Other,Female,1876,16150,90019,10
Tenant Pending Final Submission of Documents,2,30,Black,Female,1700,15300,90019,10
Tenant Application Received,4,30,White,Female,2250,27000,91606,2
Application on Hold,1,30,Black,Female,1500,4500,91606,2
Tenant Pending Final Submission of Documents,1,30,Hispanic,Male,642.72,3618.07,90066,11
Closed Ineligible,, ,Other,,0,0,,
Tenant Pending Final Submission of Documents,6,30,Other,Female,1652,13216,90003,9
Tenant Pending Final Submission of Documents,1,30,Black,Female,1650,2950,90047,8
Tenant Application Received,3,30,Black,Male,1950,31200,90045,11
Tenant Pending Final Submission of Documents,1,30,Black,Female,900,7200,90037,9
Tenant Approved: Tenant & Landlord Under Review,2,30,Black,Female,2038,4076,90037,9
Tenant Application Received,1,30,White,Male,2500,60000,91607,2
Tenant Pending Initial Submission of Documents,1,30,Other,Male,1946.61,3643.83,90031,1
Application on Hold,2,30,Hispanic,Female,1651,14859,90044,8
Tenant Application Received,1,30,Other,Female,2000,27100,90034,10
Tenant Pending Final Submission of Documents,5,30,Hispanic,Male,3300,13200,90019,10
Tenant Pending Final Submission of Documents,1,30,White,Male,3500,31500,91604,4
Manager Approval Required,1,30,Other,Male,1489,1539,90044,15
Manager Approval Required,5,30,Other,Male,1652,4956,90037,9
Application on Hold,1,30,Black,Male,3400,15200,91367,3
Manager Approval Required,1,30,Other,Male,1750,1750,90004,13
Closed Ineligible,, ,Other,,0,0,,
Closed Ineligible,, ,Other,,0,0,,
Application on Hold,6,30,Hispanic,Female,1750,8750,90011,9
Tenant Application Received,1,30,Hispanic,Male,1822.63,20048.93,90034,5
Tenant Pending Final Submission of Documents,2,30,Black,Female,3700,22200,90024,5
Tenant Application Received,1,30,White,Female,1000,23000,91367,3
Tenant Application Received,3,30,Other,Male,3750,47500,91352,2
Tenant Approved: Landlord Eligibility Under Review,1,30,White,Male,3500,10509,90501,15
Tenant Approved: Landlord Eligibility Under Review,2,30,Other,Female,1625,9750,90032,14
Application on Hold,3,30,White,Female,1934.44,7534.44,90056,11
Tenant Application Received,6,30,Hispanic,Female,1500,16500,91406,6
Tenant Approved: Closed Landlord Paid,1,30,White,Male,1635,9810,90057,13
Application on Hold,1,30,Other,Female,1225,3800,90744,15
Tenant Application Received,2,30,Hispanic,Female,1750,50750,90044,9
Tenant Pending Final Submission of Documents,4,30,White,Male,1000,1800,90023,14
Tenant Approved: Pending Payment to the Landlord,3,30,Black,Female,1200,3600,90018,8
Tenant Pending Initial Submission of Documents,3,30,Hispanic,Female,1450,9000,90042,1
Tenant Approved: Landlord Eligibility Under Review,1,30,Hispanic,Male,865.66,5193.96,90038,13
Manager Approval Required,1,30,Other,Male,1261.61,1216.61,90744,15
Tenant Application Received,3,30,Hispanic,Female,685,8275,90011,9
Application on Hold,4,30,Hispanic,Male,2250,2550,90042,1
Application on Hold,6,30,Other,Female,1652,6516.72,90037,9
Application on Hold,1,30,Black,Female,1339,400,90008,10
Manager Approval Required,4,30,Other,I prefer not to answer,1652,9912,90044,8
Tenant Pending Final Submission of Documents,1,30,Other,Male,1455,1810,90003,9
Tenant Pending Initial Submission of Documents,2,30,Hispanic,Male,2000,16000,90044,8
Tenant Application Received,5,50,White,Male,4050,27337.5,91326,12
Application on Hold,2,30,Hispanic,Female,3623,3623,90044,9
Tenant Application Received,1,30,White,Male,1072.73,21624.17,90027,4
Tenant Application Received,1,30,Other,Male,1800,21600,90035,5
Tenant Approved: Landlord Eligibility Under Review,1,30,White,Male,2500,17500,90011,9
Tenant Eligibility Under Review,2,30,Black,Male,2250,22500,90047,8
Tenant Pending Initial Submission of Documents,1,30,White,Male,675,6075,90063,14
Application on Hold,1,30,Other,Male,2900,8700,91343,12
Tenant Approved: Landlord Eligibility Under Review,1,30,Black,Male,4500,31700,90002,9
Tenant Pending Initial Submission of Documents,6,30,Hispanic,Female,1325,11925,90032,14
Tenant Application Received,5,80,White,Female,5000,75000,91401,2
Manager Approval Required,2,30,White,Male,5900,35400,91356,3
Tenant Approved: Tenant & Landlord Under Review,1,30,Black,Female,850,4250,90044,8
Tenant Pending Initial Submission of Documents,3,30,Hispanic,Female,1400,12600,91606,2
Tenant Pending Final Submission of Documents,5,50,Other,Female,1652,1652,90017,1
Manager Approval Required,6,30,Other,Female,1654,6616,90037,9
Tenant Approved: Landlord Eligibility Under Review,1,30,Hispanic,Female,2193.95,19745.55,90004,10
Tenant Application Received,1,30,White,Male,3150,91675,91326,12
Application on Hold,2,30,Black,Female,3240,16290,91411,6
Manager Approval Required,2,30,Other,Female,1414,2828,90003,9
Tenant Pending Initial Submission of Documents,1,30,Hispanic,Male,950,7600,90032,14
Tenant Pending Final Submission of Documents,1,50,Black,Male,3800,22800,91367,3
Closed Ineligible,4,30,White,Male,4620,36960,91403,4
Tenant Approved: Landlord Eligibility Under Review,1,30,White,Male,1900,15200,91335,3
Tenant Pending Initial Submission of Documents,1,30,Hispanic,Male,1264,3000,90731,15
Tenant Application Received,4,30,White,Male,4750,168700,91605,2
Manager Approval Required,1,30,Other,Female,1893,4572,90031,1
Tenant Pending Final Submission of Documents,1,50,Other,Male,1225,3350,90744,15
Application on Hold,1,30,Hispanic,Male,2475,675,90023,14
Tenant Application Received,1,30,White,Female,1900,39900,90710,15
Closed Ineligible,1,30,Hispanic,Male,1075,7592,90022, 
Tenant Approved: Landlord Eligibility Under Review,1,30,Black,Male,1080,6480,90019,10
Tenant Approved: Landlord Eligibility Under Review,1,30,Black,Female,1350,2700,90019,10
