Status,Family size,AMI,Race,Gender,Monthly Rent,Back Rent Claimed,zip,Council District
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,$896.00,"$4,480.00",91335,3
Manager Approval Required,2,30,White,Male,"$3,600.00","$21,600.00",91601,2
Closed Ineligible,1,30,Other,Male,"$2,000.00","$12,000.00",90011,9
Tenant Application Received,1,30,Hispanic,Male,"$1,200.00","$19,100.00",91324,12
Tenant Application Received,1,30,White,Female,"$1,850.00","$7,570.98",91356,3
Tenant Application Received,3,30,White,Female,"$2,422.44","$18,782.38",91405,2
Tenant Application Received,3,80,Black,Female,"$2,742.00","$27,420.00",90744,15
Tenant Pending Final Submission of Documents,1,30,Hispanic,Male,"$1,525.00","$7,625.00",90028,13
Closed Ineligible,2,30,Hispanic,Male,"$1,882.31","$2,884.72",90063, 
Closed Ineligible,3,30,Black,Female,$526.00,"$3,156.00",90732,15
Closed Ineligible,5,30,Hispanic,Female,"$1,500.00","$12,000.00",90262, 
Tenant Pending Final Submission of Documents,1,30,White,Male,"$1,325.00","$3,975.00",91335,4
Tenant Application Received,1,30,Black,Female,"$1,800.00","$14,400.00",90061,8
Tenant Pending Final Submission of Documents,5,30,Hispanic,Female,"$2,300.00","$3,900.00",90044,8
Tenant Approved: Closed Landlord Paid,5,30,Asian,Female,"$2,544.83","$5,493.70",90012,1
Tenant Application Received,2,30,White,Male,"$1,800.00","$19,800.00",91325,12
Tenant Approved: Pending Payment to the Landlord,4,30,Hispanic,Male,"$1,597.14","$1,597.14",90731,15
Tenant Approved: Landlord Final Notification to Respond,2,30,Other,Female,"$1,600.00","$1,599.83",91343,6
Application on Hold,1,30,Hispanic,Female,"$2,205.00","$2,205.00",91604,4
Application on Hold,1,30,Hispanic,Male,"$1,640.44","$1,640.44",90020,10
Tenant Application Received,1,30,Other,Female,"$2,500.00","$50,000.00",90017,1
Tenant Application Received,2,30,Black,Male,"$3,000.00","$51,150.06",91411,4
Tenant Approved: Tenant & Landlord Under Review,1,30,Other,Male,"$1,450.00","$5,800.00",90034,5
Tenant Application Received,1,30,Hispanic,Female,"$2,099.00","$14,553.00",90015,14
Application on Hold,1,30,White,Male,$949.00,"$1,599.88",90046,4
Tenant Approved: Landlord Pending Initial Submission of Documents,4,30,Hispanic,Female,"$2,050.00","$7,870.00",91324,12
Tenant Application Received,6,30,Hispanic,Male,"$2,100.00","$10,300.00",90008,10
Tenant Application Received,3,30,Black,Female,"$2,700.00","$21,600.00",90006,10
Tenant Application Received,2,30,Black,Female,$657.00,"$7,884.00",90037,9
Tenant Application Received,1,30,White,Male,$979.00,"$20,559.00",90013,14
Tenant Application Received,1,30,Black,Gender Non-Confirming,"$2,184.00","$20,948.00",90014,14
Tenant Pending Final Submission of Documents,2,30,Other,Male,"$2,995.00","$2,815.00",90046,13
Tenant Application Received,1,30,Black,Female,$750.00,"$9,000.00",90015,14
Closed Ineligible,1,30,Black,Female,"$3,500.00","$87,500.00",90222, 
Application on Hold,5,30,Hispanic,Female,"$1,950.00","$11,700.00",90008,10
Closed Ineligible,6,30,Hispanic,Female,"$1,227.00","$8,589.00",90022, 
Closed Ineligible,3,30,Black,Female,"$1,000.00","$4,000.00",90056, 
Tenant Approved: Landlord Pending Initial Submission of Documents,2,30,Hispanic,Female,"$1,678.00","$4,890.00",90004,13
Tenant Application Received,1,30,Black,Male,"$2,200.00","$13,667.00",90028,13
Tenant Application Received,3,50,White,Male,"$3,250.00","$30,300.00",90291,11
Tenant Pending Final Submission of Documents,1,30,White,Male,"$1,754.44","$1,754.44",91406,6
Tenant Pending Final Submission of Documents,5,30,Hispanic,Female,"$1,615.00","$3,230.00",90005,5
Closed Ineligible,3,30,Other,Male,"$1,400.00","$36,400.00",90044, 
Application on Hold,1,30,Black,Male,"$1,485.00","$2,135.00",90038,13
Tenant Pending Final Submission of Documents,4,30,Hispanic,Female,"$1,210.00","$7,260.00",90032,14
Tenant Pending Final Submission of Documents,1,30,Hispanic,Male,$759.61,"$1,637.22",90057,1
Closed Ineligible,1,30,White,Female,$600.00,"$7,200.00",93534, 
Tenant Pending Final Submission of Documents,2,30,Black,Female,"$4,000.00","$20,500.00",90047,8
Tenant Application Received,3,30,Black,Female,"$4,725.00","$80,325.00",90043,8
Tenant Application Received,5,30,Black,Female,"$2,800.00","$12,800.00",90011,9
Tenant Application Received,1,30,Black,Female,"$3,100.00","$112,900.00",90501,15
Tenant Application Received,2,30,White,Female,"$2,450.00","$73,350.00",91605,2
Application on Hold,1,30,Hispanic,Male,"$2,500.00","$15,000.00",90065,1
Tenant Pending Final Submission of Documents,1,30,Other,Male,"$2,380.00","$2,380.00",90028,13
Tenant Application Received,1,30,Hispanic,Male,"$1,000.00","$6,000.00",90039,13
Tenant Application Received,1,30,Black,Female,"$1,580.61","$7,184.62",90028,13
Application on Hold,3,30,Hispanic,Female,"$1,300.00","$5,200.00",90004,13
Tenant Approved: Landlord Eligibility Under Review,1,30,Hispanic,Female,"$1,219.18","$1,219.18",90026,13
Tenant Application Received,1,30,Black,Male,"$2,070.00","$21,150.00",90003,9
Tenant Approved: Landlord Final Notification to Respond,3,30,Hispanic,Female,"$3,000.00","$9,000.00",90026,13
Closed Ineligible,1,30,Other,Female,"$2,000.00","$12,000.00",90292, 
Closed Ineligible,2,30,Hispanic,Female,"$1,485.00","$7,425.00",90602, 
Tenant Application Received,5,80,Asian,Female,"$2,428.49","$7,285.47",90016,10
Tenant Pending Final Submission of Documents,1,30,Asian,Female,"$2,727.00","$3,981.00",90068,4
Tenant Application Received,1,30,White,Male,"$5,000.00","$50,000.00",91343,12
Tenant Approved: Landlord Eligibility Under Review,2,30,Hispanic,Female,"$1,350.00","$8,100.00",90015,1
Tenant Application Received,7,30,Hispanic,Male,"$1,161.74","$15,102.62",90004,10
Tenant Application Received,3,30,Hispanic,Female,"$1,112.00","$11,108.40",90023,14
Application on Hold,5,30,Hispanic,Female,"$2,100.00","$7,900.00",91405,6
Tenant Pending Final Submission of Documents,1,30,Other,Female,"$1,190.00","$20,950.00",90038,13
Application on Hold,1,30,White,Female,"$1,020.00","$6,120.00",91335,4
Tenant Pending Final Submission of Documents,5,30,Hispanic,Male,"$1,811.61","$1,811.61",90019,10
Tenant Pending Final Submission of Documents,1,30,Other,Female,"$2,000.00","$1,750.00",90026,13
Tenant Application Received,4,30,Hispanic,Female,"$1,200.00","$13,200.00",91342,7
Tenant Pending Final Submission of Documents,1,30,Black,Male,"$2,000.00","$12,000.00",90062,8
Tenant Application Received,4,30,Hispanic,Male,$822.00,"$11,508.00",90042,14
Tenant Application Received,1,30,White,Female,"$1,900.00","$32,300.00",90014,14
Tenant Application Received,3,30,White,Male,"$2,800.00","$17,700.00",91367,3
Application on Hold,3,30,Black,Male,"$2,600.00","$16,050.00",90059,15
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,White,Male,$750.00,"$4,500.00",91402,6
Closed Ineligible,2,30,Hispanic,Female,"$1,200.00","$9,600.00",90059, 
Application on Hold,2,30,Hispanic,Female,"$1,350.00","$2,700.00",91335,4
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,$800.00,"$4,800.00",90057,1
Tenant Approved: Closed Landlord Paid,2,30,Hispanic,Female,"$1,495.00","$2,478.00",91606,2
Tenant Application Received,4,30,Hispanic,Male,"$1,306.00","$11,754.00",90006,1
Tenant Application Received,1,30,Other,Gender Non-Confirming,"$1,203.82","$10,737.55",90026,13
Closed Ineligible,4,30,Hispanic,Male,"$1,830.00","$10,980.00",90012,1
Tenant Pending Final Submission of Documents,1,30,Hispanic,Female,$852.00,$852.00,90033,14
Tenant Pending Final Submission of Documents,1,30,Black,Male,"$2,890.00","$17,340.00",90037,9
Tenant Application Received,4,30,White,Female,"$1,900.00","$13,300.00",91325,12
Application on Hold,2,30,Hispanic,Female,"$1,750.00","$3,500.00",91402,6
Tenant Pending Final Submission of Documents,1,30,Asian,Male,"$1,200.00","$6,800.00",90027,13
Tenant Application Received,2,30,Hispanic,Female,"$1,543.00","$16,000.00",90057,1
Tenant Application Received,1,30,White,Male,$938.00,"$13,610.00",90013,14
Closed Ineligible,1,30,Black,Female,"$1,360.00","$1,610.00",90601, 
Tenant Approved: Tenant & Landlord Under Review,5,30,White,Male,"$2,900.00","$14,500.00",91401,2
Application on Hold,1,30,White,Female,"$1,300.00","$8,580.00",91342,7
Tenant Application Received,1,30,White,Female,"$3,200.00","$28,800.00",91352,2
Closed Ineligible,2,80,Hispanic,Female,"$1,850.00","$24,050.00",91501, 
Tenant Pending Final Submission of Documents,3,30,Hispanic,Male,"$1,055.68","$4,686.72",90026,1
Tenant Pending Final Submission of Documents,2,30,Black,Male,"$1,356.00","$2,532.00",90291,11
Tenant Approved: Closed Landlord Paid,2,30,Hispanic,Male,$990.00,"$5,940.00",91402,6
Tenant Approved: Closed Landlord Paid,2,30,Hispanic,Female,"$2,054.85","$10,274.25",90731,15
Closed Ineligible,1,30,Black,Female,"$1,000.00","$6,000.00",90047, 
Application on Hold,2,30,White,Female,"$1,975.00","$1,975.00",90005,10
Tenant Application Received,3,30,White,Female,"$3,685.00","$25,855.00",91401,2
Tenant Approved: Landlord Eligibility Under Review,1,30,Hispanic,Female,"$1,395.00","$3,790.00",90006,1
Application on Hold,3,30,Asian,Female,"$1,404.56","$8,417.70",90020,10
Closed Ineligible,2,30,White,Male,"$2,691.00","$1,980.96",90028,13
Tenant Approved: Pending Payment to the Landlord,1,30,Hispanic,Male,$903.00,"$3,612.00",91606,2
Tenant Application Received,3,30,White,Male,$941.00,"$11,976.00",91606,2
Tenant Application Received,1,30,Black,Female,"$2,145.00","$19,075.00",90003,9
Tenant Pending Final Submission of Documents,5,30,Hispanic,Female,$500.00,$500.00,90032,14
Closed Ineligible,1,30,Hispanic,Female,"$1,150.00","$5,100.00",92340, 
Tenant Application Received,4,30,White,Female,"$4,800.00","$41,400.00",91411,6
Tenant Application Received,2,30,Black,Female,"$1,575.00","$11,025.00",90008,8
Tenant Approved: Landlord Eligibility Under Review,1,30,Black,Female,"$1,400.00","$8,400.00",90047,8
Tenant Pending Final Submission of Documents,1,30,Other,Male,"$2,550.00","$15,300.00",90016,10
Tenant Eligibility Under Review,3,30,White,Male,"$5,600.00","$50,400.00",90036,5
Tenant Approved: Landlord Eligibility Under Review,2,30,Black,Female,"$1,880.00","$5,631.06",91606,2
Closed Ineligible,1,30,Hispanic,Female,"$2,600.00","$9,800.00",90063, 
Tenant Application Received,2,30,Asian,Female,$950.00,"$34,200.00",91343,12
Tenant Pending Final Submission of Documents,1,30,Hispanic,Female,"$3,276.22","$19,657.32",90011,9
Tenant Application Received,2,30,Asian,Female,"$1,200.00","$21,600.00",91331,7
Application on Hold,1,30,Hispanic,Female,"$2,400.00","$8,826.69",90026,1
Tenant Approved: Closed Landlord Paid,3,30,Hispanic,Female,"$1,850.00","$4,250.00",90042,14
Closed Ineligible,2,30,Hispanic,Male,"$1,850.00","$16,000.00",93535, 
Closed Ineligible,1,30,Black,Female,"$1,800.00","$14,500.00",90059, 
Tenant Application Received,4,30,Hispanic,Male,"$1,281.32","$10,250.56",90037,9
Tenant Application Received,1,30,Hispanic,Female,"$1,750.00","$15,750.00",90034,5
Tenant Application Received,1,30,Hispanic,Female,"$2,500.00","$25,000.00",91307,12
Tenant Approved: Landlord Pending Final Submission of Documents,8+,30,Black,Female,"$1,270.00","$6,350.00",90002,15
Tenant Approved: Closed Landlord Paid,4,30,Hispanic,Female,$850.00,$490.00,90011,9
Tenant Application Received,1,30,White,Male,"$1,421.00","$18,615.00",90003,9
Tenant Application Received,1,30,Black,Female,$900.00,"$8,100.00",90043,8
Tenant Application Received,1,30,Hispanic,Male,"$1,150.00","$8,782.54",90057,1
Closed Ineligible,, ,Other,,$0.00,$0.00,,
Application on Hold,2,30,Black,Male,"$2,265.00","$11,325.00",90028,13
Application on Hold,1,30,White,Female,"$10,500.00","$3,675.00",91344,12
Tenant Application Received,3,30,White,Female,"$3,000.00","$14,200.00",91303,3
Manager Approval Required,1,30,White,Male,"$4,000.00","$24,000.00",90008,10
Tenant Application Received,2,80,White,Male,"$12,500.00","$65,050.00",91364,3
Tenant Application Received,1,30,Black,Male,$550.00,"$4,400.00",90028,13
Tenant Approved: Closed Landlord Paid,2,30,Asian,Male,"$1,250.00","$5,000.00",90004,13
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,"$1,100.00","$2,200.00",91601,2
Closed Ineligible,1,30,Other,Male,"$1,248.31","$11,234.79",90038,13
Application on Hold,5,30,Other,Female,"$2,700.00","$16,200.00",90003,8
Tenant Pending Final Submission of Documents,7,30,Black,Male,"$2,634.50","$8,123.50",90016,10
Application on Hold,1,30,White,Female,"$4,595.79","$27,574.74",90291,11
Tenant Application Received,2,30,Hispanic,Female,"$1,100.00","$27,500.00",90020,10
Tenant Application Received,2,30,Hispanic,Male,$550.00,"$3,850.00",90038,13
Tenant Application Received,1,30,Black,Male,$850.00,"$5,950.00",90037,9
Application on Hold,2,30,Black,Female,"$1,450.00","$1,624.00",91606,2
Tenant Pending Final Submission of Documents,1,30,White,Female,"$4,000.00","$24,000.00",90008,10
Application on Hold,3,30,Hispanic,Female,"$2,050.00","$6,300.00",91342,7
Tenant Application Received,1,30,Black,Female,"$2,500.00","$32,000.00",90007,8
Tenant Pending Final Submission of Documents,2,30,Black,Male,"$1,025.00","$6,150.09",90016,10
Tenant Application Received,1,30,Black,Male,"$1,173.00","$24,633.00",91606,2
Tenant Application Received,1,30,White,Female,"$1,900.00","$19,100.00",90036,5
Application on Hold,3,30,Hispanic,Male,"$1,428.00","$6,368.00",91606,2
Tenant Approved: Closed Landlord Paid,1,30,White,Female,"$1,849.00","$8,827.89",91402,6
Application on Hold,4,30,Hispanic,Female,"$1,500.00","$15,000.00",90029,13
Tenant Application Received,1,30,Other,I prefer not to answer,"$1,980.00","$29,700.00",90028,13
Tenant Application Received,1,30,Other,Female,"$2,452.00","$22,068.00",90044,8
Tenant Approved: Tenant & Landlord Under Review,1,30,Hispanic,Male,"$1,302.00","$3,906.00",90029,13
Tenant Pending Final Submission of Documents,5,30,Hispanic,Female,"$2,250.00","$13,500.00",91406,6
Tenant Pending Final Submission of Documents,3,30,Other,Female,"$1,303.00","$7,818.00",90057,1
Tenant Application Received,1,30,White,Male,"$1,193.51","$10,785.10",90020,13
Tenant Application Received,2,30,Hispanic,Female,$924.00,"$12,012.00",91601,2
Tenant Approved: Landlord Eligibility Under Review,3,30,Hispanic,Male,"$1,750.00","$1,630.00",91344,12
Application on Hold,3,30,Asian,Male,"$1,950.00","$4,896.60",90005,10
Tenant Application Received,3,30,Hispanic,Female,"$2,450.00","$17,450.00",90003,8
Tenant Pending Final Submission of Documents,3,50,White,Female,"$3,800.00","$12,200.00",90004,13
Tenant Application Received,4,30,Hispanic,Female,"$1,893.11","$20,824.21",90034,5
Tenant Application Received,1,30,Black,Female,"$2,500.00","$32,500.00",90047,8
Tenant Approved: Landlord Eligibility Under Review,1,30,White,Female,"$1,950.00","$5,700.00",90069,4
Tenant Eligibility Under Review,8+,30,Hispanic,Female,"$1,950.00","$5,850.00",90038,13
Tenant Application Received,2,30,Black,Female,"$3,326.00","$23,282.00",90017,1
Landlord Application Submitted Pending Tenant,, ,Other,,$0.00,$0.00,,
Closed Ineligible,, ,Other,,$0.00,$0.00,,
Tenant Application Received,1,30,Hispanic,I prefer not to answer,"$3,344.00","$24,320.00",90026,1
Tenant Application Received,2,30,Hispanic,Female,"$1,350.00","$5,400.00",90031,1
Tenant Approved: Landlord Final Notification to Respond,5,30,Hispanic,Female,"$2,500.00","$6,700.00",91401,2
Tenant Application Received,5,30,Black,Male,$550.00,"$17,600.00",90043,8
Tenant Pending Final Submission of Documents,1,30,Black,Male,$780.00,"$13,000.00",90014,14
Tenant Application Received,3,30,Other,Female,"$1,287.00","$19,162.00",90015,14
Tenant Pending Final Submission of Documents,1,30,Black,Female,"$2,186.69","$4,381.28",90028,13
Tenant Application Received,2,50,Other,Male,"$3,500.00","$28,000.00",91405,2
Tenant Approved: Landlord Eligibility Under Review,3,30,Hispanic,Male,"$1,750.00","$8,750.00",91325,12
Tenant Application Received,5,30,Hispanic,Female,"$1,950.00","$13,650.00",91342,7
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Hispanic,Female,"$1,095.00","$3,285.00",90068,4
Tenant Application Received,2,30,Hispanic,Female,"$1,200.00","$24,000.00",90062,8
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,$929.54,"$5,567.58",90037,9
Tenant Application Received,1,30,Asian,Female,"$1,785.22","$20,805.48",91356,3
Closed Ineligible,2,50,Black,Female,"$1,950.00","$1,950.00",90804, 
Closed Ineligible,, ,Other,,$0.00,$0.00,,
Tenant Application Received,6,30,White,Male,"$2,634.00","$16,765.00",91304,3
Tenant Approved: Tenant & Landlord Under Review,3,30,Hispanic,Female,"$2,000.00","$3,000.00",90033,14
Closed Ineligible,5, ,Black,Female,"$1,275.00","$25,500.00",93536, 
Tenant Pending Final Submission of Documents,2,30,Hispanic,Male,"$1,300.00","$5,000.00",90041,14
Tenant Application Received,5,30,Hispanic,Male,"$1,760.00","$31,680.00",90003,9
Tenant Application Received,3,30,White,Male,"$5,000.00","$41,600.00",91406,6
Tenant Application Received,1,30,Hispanic,Male,$764.40,"$13,056.17",90014,14
Tenant Pending Final Submission of Documents,2,30,Other,Male,"$4,200.00","$25,200.00",91324,12
Tenant Application Received,1,30,Other,Male,"$3,000.00","$27,000.00",91504,2
Tenant Pending Final Submission of Documents,3,30,Black,Male,"$5,500.00","$27,000.00",90038,13
Tenant Application Received,2,30,Hispanic,Female,"$1,500.00","$21,000.00",90018,10
Tenant Application Received,1,30,Hispanic,Female,$650.00,"$14,950.00",90032,14
Tenant Application Received,1,30,White,Female,$700.00,"$9,800.00",91605,2
Tenant Application Received,2,30,Black,Female,"$1,595.00","$20,980.00",91364,3
Tenant Pending Final Submission of Documents,1,30,Black,Male,"$3,195.00","$18,325.00",90044,8
Tenant Application Received,1,30,White,Male,"$1,981.95","$31,711.20",90038,13
Tenant Approved: Pending Payment to the Landlord,1,30,Hispanic,Female,"$1,166.00","$5,346.48",91401,2
Tenant Pending Initial Submission of Documents,2,50,Hispanic,Male,"$1,300.00","$6,500.00",91605,2
Tenant Application Received,1,30,Black,Male,"$5,000.00","$100,000.00",90017,14
Tenant Application Received,1,30,Black,Male,"$3,000.00","$26,500.00",90043,8
Closed Ineligible,2,30,Hispanic,Female,"$2,150.00","$6,450.00",90301, 
Tenant Approved: Closed Landlord Paid,5,30,White,Male,"$2,410.00","$7,227.00",91325,12
Tenant Pending Final Submission of Documents,1,30,Other,Male,"$1,000.00","$2,500.00",90008,10
Tenant Application Received,3,30,Black,Female,"$2,950.00","$20,650.00",90045,11
Tenant Application Received,2,30,White,Male,"$3,400.00","$30,600.00",91601,2
Tenant Application Received,1,30,Hispanic,Male,"$1,076.54","$22,143.12",90023,14
Tenant Application Received,1,30,Black,Female,"$2,150.00","$24,425.00",90004,13
Tenant Application Received,2,30,Other,Male,"$3,080.00","$44,854.68",90025,5
Tenant Eligibility Under Review,3,30,White,Male,"$5,700.00","$51,300.00",90029,13
Application on Hold,4,30,Hispanic,Female,"$1,314.00","$2,628.00",90017,1
Tenant Pending Final Submission of Documents,3,30,Black,Male,"$2,550.00","$12,470.00",90008,10
Tenant Application Received,1,30,White,Female,"$1,537.73","$14,866.17",90046,4
Application on Hold,1,30,Black,Female,"$1,835.00","$5,146.00",90005,10
Application on Hold,2,30,Black,Male,"$2,195.00","$10,975.00",91601,2
Tenant Application Received,1,30,White,Female,"$2,000.00","$24,000.00",91203, 
Tenant Application Received,1,30,Other,Male,"$1,230.00","$6,240.00",90057,1
Tenant Application Received,1,30,Black,Male,"$2,050.00","$37,204.41",90046,4
Tenant Application Received,5,30,White,Female,"$2,550.00","$17,850.00",91607,2
Application on Hold,3,30,Hispanic,Female,"$1,783.00","$5,074.00",90065,1
Tenant Pending Final Submission of Documents,1,30,Asian,Male,$926.00,"$1,852.00",90020,10
Tenant Application Received,3,30,Hispanic,Male,"$1,050.00","$13,650.00",90023,14
Tenant Application Received,1,30,Hispanic,Male,"$1,368.00","$17,784.00",90012,14
Tenant Application Received,1,30,Black,Female,"$2,200.00","$15,400.00",90014,14
Closed Ineligible,1,30,White,Male,"$4,000.00","$24,000.00",90016,10
Tenant Approved: Closed Landlord Paid,2,30,White,Female,"$1,357.61","$7,064.64",91316,4
Tenant Approved: Tenant & Landlord Under Review,1,30,Other,Female,"$3,175.00","$19,050.00",91324,12
Closed Ineligible,3,50,Black,Female,"$1,875.00","$5,625.00",90044, 
Closed Ineligible,1,30,Other,Male,$550.00,$540.00,90022, 
Tenant Pending Final Submission of Documents,1,30,Black,Male,"$1,500.00","$2,000.00",90028,13
Application on Hold,1,30,Black,Male,"$3,039.00","$18,234.00",90017,14
Tenant Pending Final Submission of Documents,2,30,Black,Female,"$3,650.00","$21,900.00",90003,8
Tenant Application Received,2,30,Asian,Female,"$1,001.00","$10,045.00",90028,13
Tenant Pending Final Submission of Documents,3,30,White,Male,"$2,800.00","$16,800.00",90044,8
Tenant Approved: Landlord Eligibility Under Review,1,30,Other,Male,"$1,450.51","$2,901.02",90027,4
Tenant Application Received,3,30,Black,Female,$315.00,"$3,150.00",90002,15
Tenant Approved: Closed Landlord Paid,1,30,White,Female,"$2,126.00","$2,204.17",90036,5
Tenant Application Received,1,30,Black,Male,"$2,000.00","$42,000.00",90043,8
Tenant Application Received,1,30,Black,Female,"$1,295.00","$12,950.00",90037,9
Tenant Approved: Landlord Eligibility Under Review,1,30,Asian,Male,"$1,224.12","$7,117.98",90049,11
Tenant Pending Final Submission of Documents,1,30,Black,Male,"$1,650.00","$4,950.00",90036,5
Tenant Approved: Landlord Final Notification to Respond,2,30,Hispanic,Female,"$1,653.00","$1,653.00",91343,6
Tenant Application Received,1,30,Black,Male,"$3,858.00","$31,402.65",90013,14
Tenant Application Received,2,30,Black,Male,"$1,695.00","$22,035.00",91602,2
Tenant Application Received,1,30,Black,Male,"$2,500.00","$22,500.00",90047,8
Tenant Application Received,1,30,White,Male,"$2,995.00","$20,965.00",90048,5
Tenant Application Received,3,30,Black,Male,"$2,550.00","$31,950.00",90016,10
Tenant Pending Final Submission of Documents,1,30,Hispanic,I prefer not to answer,$368.00,"$2,208.00",90013-2640,14
Tenant Application Received,1,30,Hispanic,Male,"$2,500.00","$15,750.00",90018,10
Closed Ineligible,2,50,Hispanic,Female,"$1,850.00","$11,100.00",90201, 
Tenant Application Received,7,30,Black,Female,$769.00,"$5,383.00",90062,8
Tenant Application Received,5,30,Hispanic,Male,"$1,250.00","$14,518.00",90037,8
Tenant Approved: Closed Landlord Paid,4,30,Hispanic,Female,"$2,084.00","$1,000.00",90008,10
Closed Ineligible,3,30,White,Male,"$3,900.00","$23,400.00",90068,4
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,"$1,198.00","$1,198.00",90015,1
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Other,Male,"$2,220.00","$22,000.00",91304,3
Tenant Approved: Tenant & Landlord Under Review,3,30,Hispanic,Female,"$1,201.99","$4,191.81",90011,9
Application on Hold,1,30,Black,Female,"$3,416.00","$13,730.64",91607,4
Application on Hold,2,30,Black,Female,$992.00,"$2,976.00",90011,9
Tenant Approved: Closed Landlord Paid,1,30,Hispanic,Male,$450.00,$900.00,90013,14
Application on Hold,3,30,White,Male,"$3,469.00","$3,594.00",91316,4
Landlord Application Submitted Pending Tenant,, ,Other,,$0.00,$0.00,,
Tenant Approved: Closed Landlord Paid,2,30,White,Female,"$1,487.59","$7,378.44",91316,4
Tenant Approved: Landlord Eligibility Under Review,1,30,Hispanic,Female,"$1,140.00","$6,840.00",90017,14
Tenant Application Received,1,30,Hispanic,Female,"$2,100.00","$44,600.00",90062,8
Tenant Application Received,1,30,Black,Female,"$1,200.00","$9,600.00",90062,8
Tenant Application Received,1,30,White,Female,"$2,350.00","$18,800.00",91605,2
Tenant Application Received,1,30,Black,Female,"$2,000.00","$24,000.00",90018,10
Tenant Application Received,1,30,Black,Female,"$1,950.00","$34,700.00",91316,4
Application on Hold,1,30,Black,Male,"$1,683.00","$3,366.00",90025,11
Tenant Application Received,1,30,Black,Male,"$1,275.00","$7,158.60",90006,10
Tenant Approved: Landlord Final Notification to Respond,2,30,Black,Male,"$2,867.00","$17,202.00",90012,14
Tenant Application Received,4,30,Black,Female,"$2,100.00","$16,800.00",90062,8
Closed Ineligible,2,30,Black,Female,"$2,007.00","$4,014.00",90047, 
Closed Ineligible,3,30,Black,Female,"$3,600.00","$28,800.00",90023, 
Tenant Application Received,1,30,Hispanic,Female,$802.00,"$5,614.00",90011,9
Tenant Application Received,4,30,White,Male,"$3,950.00","$31,600.00",91306,3
Closed Ineligible,1,30,Black,Male,"$1,450.00","$3,450.00",90006,1
Tenant Pending Final Submission of Documents,1,30,Black,Female,"$1,900.00","$11,400.00",90018,8
Tenant Pending Final Submission of Documents,3,30,Black,Female,"$1,750.00","$10,500.00",90006,10
Tenant Approved: Closed Landlord Paid,1,30,Black,Female,"$1,585.00","$6,340.00",90005,10
Tenant Application Received,1,30,Black,Female,"$1,553.00","$24,695.00",91607,2
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,"$1,412.00","$2,824.00",90029,13
Tenant Application Received,1,30,White,Female,"$1,528.61","$16,814.71",90048,5
Tenant Pending Final Submission of Documents,1,30,Black,Female,"$1,442.00","$4,747.00",90044,8
Tenant Application Received,1,30,White,Male,"$1,500.00","$13,500.00",91040,7
Tenant Pending Final Submission of Documents,4,30,Hispanic,Female,"$1,580.80","$1,510.79",91605,2
Tenant Application Received,3,30,Hispanic,Female,"$2,425.00","$14,549.28",91311,12
Tenant Application Received,3,30,White,Female,$850.00,"$5,250.00",91607,2
Tenant Pending Final Submission of Documents,2,30,Hispanic,Male,"$1,995.00","$3,415.87",91601,2
Application on Hold,1,50,Black,Female,"$1,053.00","$5,265.00",91324,12
Closed Ineligible,2,30,Other,Male,"$2,886.00","$11,548.00",90015,14
Tenant Application Received,2,30,Other,Female,"$1,900.00","$22,800.00",90047,8
Manager Approval Required,1,30,White,Male,"$1,800.00","$9,000.00",90007,1
Tenant Application Received,2,30,Other,Female,"$2,000.00","$24,000.00",91605,2
Closed Ineligible,1,30,Black,Female,$900.00,"$4,500.00",90021, 
Tenant Application Received,1,30,Hispanic,Male,"$1,203.25","$25,268.04",91602,2
Closed Ineligible,1,30,Hispanic,Female,"$1,200.00","$8,400.00",90301, 
Closed Ineligible,1,50,Black,Male,"$3,200.00","$38,400.00",90044, 
Tenant Application Received,3,30,White,Female,$750.00,"$8,500.00",91356,3
Tenant Approved: Tenant & Landlord Under Review,2,30,Hispanic,Male,"$1,920.00","$3,840.00",90031,1
Tenant Pending Final Submission of Documents,1,30,White,Male,"$1,400.00","$4,200.00",90017,1
Tenant Pending Final Submission of Documents,1,30,Other,I prefer not to answer,"$2,003.78","$6,011.34",91606,2
Tenant Pending Final Submission of Documents,1,30,Hispanic,Male,"$1,949.00","$5,740.36",90006,10
Tenant Approved: Landlord Eligibility Under Review,1,30,Black,Male,"$1,595.00","$9,570.00",90029,13
Tenant Application Received,1,30,Black,Female,"$1,595.00","$11,226.00",90005,5
Tenant Application Received,1,50,White,Male,"$4,200.00","$25,200.00",91606,2
Closed Ineligible,1,30,Black,Male,"$1,000.00","$6,000.00",90043, 
Tenant Pending Final Submission of Documents,1,30,Asian,Male,$939.23,"$1,878.46",90020,1
Application on Hold,1,30,White,Female,"$2,180.00","$10,600.00",90006,10
Tenant Application Received,2,30,Hispanic,Male,"$1,350.00","$8,750.00",90005,10
